thread_id,brand,customer_message,agent_response,created_at,intent,label_type
T2807650,SpotifyCares,"Will Spotify Hi-Fi plan released in Indonesia? and please add another payment method for Family Plan, because not much family in Indonesia using credit card. :) I'm Premium since August 2016 and i'm fight against song piracy. #FightPiracy","Hey! We're afraid we don't have any info on this right now, but you can show your support for Lossless streaming by voting at Also, you can suggest the idea of having a different payment option for Premium for Family plan here:",2017-11-22 04:24:00+00:00,other,weak_keyword_rule
T2027923,AppleSupport,"Hi, Apple. 3 restarts this morning. Still 1 more to do to get the status bar back. Very slow iOS today as well 🙄 fix soon plz",Does this issue seem to reoccur even after restarting? Which device & iOS version are you currently using? Let us know in a DM:,2017-11-06 20:53:30+00:00,other,weak_keyword_rule
T2608291,SpotifyCares,I fixed it & got my spotify student subscription back but it won't let me reactivate my hulu subscription 🙃 the page won't load,Hey Nicole! Can you DM us your account's username or email address? We'll check backstage,2017-10-30 21:44:39+00:00,other,weak_keyword_rule
T557769,AppleSupport,um i need you to fix this. this is not ok.,We want to help. Please let us know which iPhone model you own. Also which iOS version is currently running on your device.,2017-12-02 21:37:26+00:00,other,weak_keyword_rule
T440820,Delta,your booking change link is down. Need to change a flight =(,Thanks for reaching out to us. Please DM us your confirmation number and more details of the change you are trying to make.,2017-10-10 18:14:12+00:00,other,weak_keyword_rule
T1372494,AppleSupport,FIX MY PHONE FROM CORRECTING THE LETTER I️ TO AN A AND A ? PLEASE,Here’s what you can do to work around the issue until it’s fixed in a future software update:,2017-11-07 19:43:00+00:00,other,weak_keyword_rule
T893534,Delta,Big thanks to for surprising my wife with a gift bag for completing her doctorate! Another reason to #keepclimbing,"What a huge accomplishment! Congrats to her! Thanks for posting an amazing photo, too! ✈",2017-10-20 21:29:21+00:00,other,weak_keyword_rule
T745137,AppleSupport,"Dear please, no more updates.. my email won’t work when I search for something & when I hang up, the green call line is still there 🙃",We'd like to see why this is happening. DM us which iOS version you have in Settings > General > About to get started.,2017-10-11 16:16:27+00:00,other,weak_keyword_rule
T2574222,Delta,. Why so many delays at Southbend ind SBN. Currently 1 hour delay now 2 hour delay for a 1 hour flight? What’s up?,"Hey Duane, delays are frustrating and we 're sorry you've been affected. Please DM your confirmation number if you need rebooking help.",2017-11-16 20:24:12+00:00,other,weak_keyword_rule
T45744,SpotifyCares,. what did I do to deserve a terrible discover weekly playlist. why have you forsaken me like this,2: tunes. Fingers crossed it'll be a better fit next week. Give us a shout for anything else 🙂,2017-11-01 16:40:43+00:00,other,weak_keyword_rule
T848111,AmazonHelp,Details updated and hoping for early response,Thanks for sharing your details. We'll check and get back to you with an update at the earliest.,2017-10-19 03:42:30+00:00,other,weak_keyword_rule
T742412,AmazonHelp,"So both and refuse to help. I just want a refund, don’t even deliver my package anymore","Oh no! I'm terribly sorry for the poor delivery experience. When you spoke with us, what options were offered?",2017-10-11 15:34:00+00:00,billing_refund,weak_keyword_rule
T1214600,Delta,Ah good to know. I’ve had some great service recently and wanted to pass some along if they were available. Thanks!,I'm glad to hear you had great service! I wish you a very good day!,2017-10-25 16:55:12+00:00,other,weak_keyword_rule
T2602986,AmazonHelp,I've already done that. My neighbour is my safe place which has been successful several times.,Have these delivery issues happened with the same carrier?,2017-11-27 13:57:00+00:00,other,weak_keyword_rule
T2323220,Uber_Support,"and - My parents are NRI and visiting India for vacations next month and we need a taxi to travel some parts of MH,GJ AND KA. How much would you cost for travel for 13 days and how do you charge it ? Which among your fees are cheaper to travel ?","Hi, Hrushikesh. Please send us a DM so we can connect.",2017-11-13 14:46:41+00:00,other,weak_keyword_rule
T2042392,SpotifyCares,Are Premium trials able to stream to Chromecast devices? My device is grayed out on the share menu on my iPhone.,Hey! Our trial offers give the full Premium experience. Can you DM us your account's email address or username?,2017-10-04 15:29:39+00:00,other,weak_keyword_rule
T2828075,AmazonHelp,Thanks. Got a call.,You're welcome. Do keep us posted for any further concerns.,2017-11-27 11:57:30+00:00,other,weak_keyword_rule
T856713,Uber_Support,"Uber, I can not add my corporate mastercard to my account. Keeps saying my billing is invalid, I've verified multiple times","Happy to help and sorry to hear this, Stephanie. You can go here to find out more info.",2017-10-20 16:38:11+00:00,billing_refund,weak_keyword_rule
T127924,AmazonHelp,tengo un problema con un pedido que hice desde lo del buen fin y aun no me han dado solución que procede?,Hola Manuel. Lamento los inconvenientes que esta situación te pueda causar. ¿Podrías explicarnos qué es lo que ha ocurrido con tu pedido para saber como ayudarte?,2017-11-24 04:43:00+00:00,other,weak_keyword_rule
T914253,Uber_Support,you need to follow me in order for me to dm you,We've followed up via DM!,2017-10-22 03:21:47+00:00,other,weak_keyword_rule
T2254018,Uber_Support,I sent the note on the link provided but have not got any communication from your end..,Sorry to hear about the troubles. After reviewing your account we can confirm that a member of our team has followed up with your inquiry. Our support messages get sent to both in-app and the email linked to your Uber account.,2017-11-15 10:49:16+00:00,other,weak_keyword_rule
T1659354,Delta,I fly A LOT . I know that stuff happens—flights get delayed etc. ...,"We certainly appreciate your feedback, Alexandra and apologize again for the unpleasant experience.",2017-11-06 11:21:05+00:00,other,weak_keyword_rule
T1220027,AppleSupport,All my text messages got randomly deleted... wtf is going on ! 😡,We'd like to help! Send us a DM with the country that you are located in to continue.,2017-10-25 15:09:55+00:00,other,weak_keyword_rule
T111891,AmazonHelp,Despite me contacting on Monday to arrange for Wednesday and then Amazon contacting them twice supposedly on Wednesday evening..,This isn't the kind of experience we want you to have at all! Our team would like to look into this and assure that it's addressed. Please provide as much detail as possible about the delivery issues you're been facing at the following link:,2017-11-23 21:12:00+00:00,other,weak_keyword_rule
T2798603,Delta,Frustrated with for double booking my seat and then for not placing me in the empty seat next to the cute girl a few rows behind me,"I am sorry to hear that, Miles. We look forward to exceeding your expectations in the near future.",2017-11-21 23:12:54+00:00,other,weak_keyword_rule
T942852,Delta,"I made it on time, thank you. But at least one of your baggage drop-off agents could use a class in customer service.",I'm sorry to hear this. I will make sure that this gets addressed.,2017-10-21 16:53:39+00:00,other,weak_keyword_rule
T2916476,Uber_Support,i don't have the trip ID,We're here to help! Send us a DM with your email address so we can assist.,2017-11-29 01:08:25+00:00,other,weak_keyword_rule
T1642097,Delta,4598 I believe.,"Please, allow me a few minutes.",2017-11-06 07:10:02+00:00,other,weak_keyword_rule
T2795444,AppleSupport,Why has my iPhone been messing up as soon as y’all released the 8 and X?,"We can figure that out together. To start, please provide us with some details on what you've been experiencing, how frequent you're experiencing them and when exactly did they start to occur? We'll continue on from there.",2017-11-21 22:27:29+00:00,other,weak_keyword_rule
T470870,AmazonHelp,See how Amazon is fooling the people with their responses. Same cash back is considered for two different orders. Really embarrassing your customer service #shameonamazon 1/2,"As informed earlier, we do not have access to your Amazon account over the twitter. Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there.",2017-12-01 09:09:00+00:00,other,weak_keyword_rule
T901690,Uber_Support,I need to talk to someone asap,Hey there! We've just followed up with you via DM.,2017-10-21 00:28:34+00:00,other,weak_keyword_rule
T2541773,AmazonHelp,This is the second time I received the stone !! 😐,Apologies for the incorrect product delivered. Kindly fill in the details with the link provided earlier and we'll get this sorted for you.,2017-11-16 11:50:00+00:00,other,weak_keyword_rule
T2232420,Delta,I am PISSED. It’s been 5 hours now. Nobody ever book with . They are absolute trash.,"I'm very sorry for your delay. For assistance, please DM your confirmation # here.",2017-11-10 16:49:07+00:00,other,weak_keyword_rule
T142861,AmazonHelp,"Es ist das Tamron 24-70mm f/2,8 G2. Eine Auswahloption gab es bei der Bestellung nicht. Augenscheinlich scheint alles ok. Ich teste gleich mal die Funktionalität im Detail.","In der Tat ist das schon okay, dass der Artikel in der Verpackung des Herstellers verschickt wird. Sollte schon alles passen. ✌ Wenn was ist, sind wir ja für dich da. ☺",2017-11-24 13:19:40+00:00,other,weak_keyword_rule
T2030433,Uber_Support,"friend left her phone on an uber in Bondi, cant log onto her account without her phone can you help","Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via",2017-11-07 08:51:15+00:00,other,weak_keyword_rule
T429212,SpotifyCares,The new search result UI on desktop is so much harder to navigate by keyboard!,Hey Jeff! Can you tell us more about what's happening? What operating system and Spotify version are you on?,2017-10-10 14:12:33+00:00,other,weak_keyword_rule
T2074888,Delta,"It was gorgeous, despite the fact that lost my luggage and I’ve been in the same trousers for the past 5 days 🙈thank god for #BlackFriday (p.s. clothes may not fit by the time they get to me)","Oh no! I regret to learn that you are without your luggage, Hannah. My apology. Have you been in contact with Baggage Services regarding your luggage?",2017-11-25 14:30:20+00:00,other,weak_keyword_rule
T800423,Delta,"I've been advised to ask for you to book me a direct flight to Nashville because of the delay of flight 1616, please advise",Your travel disruption is truly regrettable. Please accept my sincere apology. We'll get you going ASAP.,2017-10-12 15:31:30+00:00,other,weak_keyword_rule
T99866,AmazonHelp,No. i am unable to report this. i was just waitiing of respose in this matter .please follow my matter and solve as earlier as possible,"If you haven't reported the issue to our support team yet, please report it so that they'll look into this for you and will help you out. And If you're facing any issue while contacting us, let us know so that we can help you out. Please keep us posted.",2017-12-03 11:54:00+00:00,other,weak_keyword_rule
